id,CustomerId,Surname,CreditScore,Geography,Gender,Age,Tenure,Balance,NumOfProducts,HasCrCard,IsActiveMember,EstimatedSalary,Exited
130,15764708.0,Ch'ien,715.0,France,Male,45.0,7.0,0.0,2.0,1.0,0.0,115916.55,0.0
131,15690540.0,Milanesi,826.0,France,Female,39.0,8.0,0.0,1.0,1.0,1.0,128528.83,0.0
132,15791944.0,Chidozie,537.0,France,Female,62.0,1.0,83347.25,1.0,1.0,1.0,91957.39,0.0
133,15694444.0,O'Sullivan,724.0,France,Female,41.0,5.0,0.0,1.0,1.0,1.0,121277.78,1.0
134,15725762.0,Shao,663.0,Spain,Female,23.0,9.0,0.0,1.0,1.0,0.0,645.61,0.0
135,15624677.0,Echezonachukwu,602.0,Germany,Male,37.0,9.0,92895.56,2.0,1.0,0.0,104240.77,0.0
136,15589230.0,Okechukwu,850.0,Germany,Male,29.0,4.0,105420.09,1.0,1.0,0.0,131718.48,1.0
137,15813422.0,Nkemakolam,759.0,France,Male,43.0,7.0,0.0,2.0,1.0,1.0,85937.48,0.0
138,15586479.0,Ogochukwu,652.0,Spain,Male,50.0,7.0,0.0,2.0,1.0,1.0,198376.02,0.0
139,15724889.0,Ch'ien,629.0,France,Female,27.0,4.0,0.0,2.0,0.0,1.0,158845.49,0.0
140,15742378.0,Y?,850.0,Spain,Male,35.0,7.0,0.0,2.0,0.0,0.0,163558.42,0.0
141,15627385.0,Nwachukwu,751.0,France,Male,45.0,9.0,0.0,2.0,1.0,0.0,161241.65,0.0
142,15665784.0,Ch'ien,579.0,France,Male,31.0,1.0,0.0,1.0,0.0,0.0,158469.85,1.0
143,15691840.0,Chukwufumnanya,526.0,France,Male,38.0,5.0,116496.45,1.0,1.0,1.0,55868.97,0.0
144,15608916.0,Mazzanti,685.0,France,Female,59.0,0.0,0.0,1.0,0.0,1.0,173516.71,1.0
145,15790448.0,Onyekachi,481.0,France,Male,32.0,3.0,0.0,2.0,1.0,1.0,161253.08,0.0
146,15651093.0,Tuan,718.0,Germany,Male,35.0,9.0,160838.13,1.0,1.0,0.0,142926.48,0.0
147,15802570.0,Hs?eh,674.0,France,Male,27.0,0.0,0.0,2.0,0.0,1.0,103764.55,0.0
148,15786739.0,Mazzi,651.0,France,Male,36.0,7.0,0.0,2.0,1.0,1.0,103349.74,0.0
149,15804052.0,Nnaife,667.0,Spain,Female,35.0,5.0,0.0,2.0,1.0,1.0,71095.41,0.0
150,15715709.0,Shih,589.0,Spain,Male,26.0,3.0,0.0,1.0,1.0,0.0,164741.5,0.0
151,15807593.0,Fenton,719.0,France,Male,38.0,1.0,0.0,2.0,0.0,1.0,71173.64,0.0
152,15799468.0,P'eng,641.0,Spain,Male,36.0,5.0,0.0,2.0,1.0,1.0,140168.36,0.0
153,15771299.0,Teng,637.0,France,Female,26.0,4.0,0.0,2.0,0.0,0.0,87985.2,0.0
154,15658435.0,Hsia,683.0,France,Male,46.0,7.0,0.0,2.0,1.0,0.0,153392.28,0.0
155,15772798.0,Eluemuno,680.0,France,Female,51.0,7.0,0.0,1.0,1.0,0.0,115779.48,1.0
156,15681327.0,Ponomaryov,792.0,Spain,Female,39.0,4.0,0.0,2.0,1.0,0.0,122899.01,0.0
157,15627385.0,Onyemauchechukwu,619.0,France,Female,36.0,1.0,0.0,1.0,0.0,0.0,184954.11,1.0
158,15700714.0,Oluchukwu,744.0,France,Female,29.0,4.0,0.0,1.0,1.0,0.0,141896.74,1.0
159,15757537.0,Ch'in,699.0,France,Female,28.0,1.0,83061.26,1.0,0.0,1.0,57572.38,0.0
160,15578435.0,T'ien,678.0,Germany,Male,50.0,4.0,141581.08,2.0,1.0,0.0,132719.8,0.0
161,15671243.0,Onwumelu,664.0,France,Male,29.0,5.0,0.0,2.0,1.0,0.0,92816.86,0.0
162,15569666.0,Toscani,596.0,France,Female,35.0,6.0,0.0,2.0,1.0,1.0,162858.29,0.0
163,15772412.0,H?,598.0,France,Male,44.0,3.0,0.0,2.0,1.0,1.0,18082.06,0.0
164,15796413.0,Y?,682.0,Spain,Male,44.0,9.0,122314.5,2.0,1.0,1.0,115994.52,0.0
165,15602845.0,Shih,543.0,France,Male,38.0,2.0,0.0,2.0,1.0,1.0,97614.87,0.0
166,15678058.0,Shih,729.0,France,Female,37.0,8.0,0.0,2.0,1.0,1.0,189414.74,0.0
167,15775888.0,Ewen,721.0,France,Male,31.0,6.0,0.0,2.0,1.0,0.0,137961.41,0.0
168,15624170.0,Kao,558.0,Germany,Male,43.0,5.0,73494.21,2.0,1.0,1.0,1002.39,0.0
169,15605067.0,Shubin,641.0,Spain,Female,35.0,6.0,127117.8,2.0,0.0,1.0,121846.81,0.0
170,15719348.0,Chiedozie,710.0,France,Female,30.0,6.0,82696.09,1.0,1.0,1.0,124749.08,0.0
171,15593250.0,Shih,755.0,France,Male,33.0,4.0,152063.59,2.0,0.0,0.0,140136.1,0.0
172,15777892.0,Walker,663.0,Germany,Male,26.0,1.0,115766.26,1.0,1.0,1.0,12483.56,0.0
173,15813363.0,Ejikemeifeuwa,684.0,Germany,Female,41.0,3.0,111098.85,1.0,0.0,1.0,77519.62,1.0
174,15609899.0,Trevisano,653.0,France,Male,39.0,7.0,0.0,2.0,1.0,0.0,176925.69,0.0
175,15757895.0,Chinwendu,594.0,France,Male,39.0,7.0,0.0,2.0,1.0,1.0,91560.63,0.0
176,15612043.0,Golubev,746.0,Germany,Male,40.0,1.0,123345.56,2.0,1.0,1.0,183572.39,0.0
177,15684769.0,Lajoie,651.0,Germany,Female,36.0,8.0,146566.01,1.0,1.0,1.0,120853.83,0.0
178,15802585.0,Ritchie,583.0,France,Male,41.0,9.0,67739.81,1.0,1.0,1.0,110457.99,0.0
179,15643824.0,Kao,684.0,Spain,Female,41.0,6.0,169824.46,1.0,1.0,1.0,87400.53,0.0
180,15585892.0,Yermolayev,850.0,Spain,Male,42.0,1.0,89047.14,2.0,1.0,0.0,182865.09,0.0
181,15643024.0,Chukwuraenye,778.0,Spain,Male,36.0,9.0,0.0,2.0,0.0,0.0,53873.88,0.0
182,15641490.0,Onuchukwu,676.0,France,Male,39.0,2.0,0.0,1.0,1.0,0.0,60906.12,0.0
183,15585726.0,Iadanza,703.0,France,Male,35.0,9.0,0.0,2.0,1.0,0.0,142400.27,0.0
184,15615126.0,Hsia,693.0,Spain,Male,32.0,4.0,0.0,1.0,1.0,1.0,174434.06,0.0
185,15602797.0,Nnaemeka,667.0,Spain,Male,31.0,4.0,0.0,2.0,1.0,0.0,151843.54,0.0
186,15729018.0,Chidiebere,582.0,France,Female,32.0,1.0,0.0,2.0,1.0,0.0,89099.18,0.0
187,15661249.0,Nnamdi,754.0,Spain,Male,38.0,2.0,117183.74,1.0,0.0,0.0,172586.89,0.0
188,15770375.0,Nwebube,613.0,Spain,Male,32.0,3.0,0.0,2.0,1.0,1.0,90876.95,0.0
189,15792934.0,Chukwuemeka,781.0,France,Female,36.0,3.0,0.0,2.0,1.0,1.0,90591.15,0.0
190,15667046.0,Chukwufumnanya,632.0,France,Male,24.0,9.0,0.0,2.0,0.0,0.0,72950.14,0.0
191,15640161.0,Tung,647.0,Germany,Male,43.0,3.0,111905.43,2.0,1.0,0.0,119333.95,0.0
192,15590820.0,Chidiegwu,679.0,Germany,Female,39.0,6.0,131647.01,3.0,0.0,1.0,38170.04,1.0
193,15749300.0,Maclean,592.0,Spain,Female,47.0,6.0,0.0,1.0,1.0,0.0,172718.35,1.0
194,15749679.0,Milne,806.0,France,Female,40.0,3.0,0.0,2.0,1.0,1.0,194998.34,0.0
195,15677307.0,Yocum,850.0,Spain,Male,42.0,4.0,139432.37,1.0,1.0,1.0,152097.02,0.0
196,15763415.0,Hao,526.0,France,Female,42.0,5.0,0.0,1.0,0.0,1.0,61931.21,1.0
197,15679025.0,Nnamutaezinwa,765.0,France,Male,54.0,9.0,0.0,1.0,1.0,0.0,137028.51,1.0
198,15802570.0,Maclean,638.0,Spain,Female,43.0,0.0,173340.83,1.0,1.0,1.0,109355.73,1.0
199,15733476.0,Milne,581.0,France,Female,38.0,6.0,0.0,2.0,1.0,0.0,152097.02,0.0
200,15787035.0,Okwuadigbo,725.0,Germany,Male,54.0,4.0,117852.26,1.0,1.0,0.0,124095.69,1.0
201,15762216.0,Yermakova,691.0,Germany,Male,39.0,4.0,121629.22,1.0,1.0,0.0,74856.64,0.0
202,15773969.0,Onyinyechukwuka,709.0,France,Female,42.0,5.0,0.0,2.0,0.0,1.0,163944.18,0.0
203,15605447.0,Chukwudi,608.0,Spain,Female,39.0,6.0,123428.69,1.0,1.0,0.0,51112.8,0.0
204,15706021.0,De Bernales,781.0,Germany,Male,39.0,1.0,91286.51,2.0,1.0,1.0,62700.08,0.0
205,15658057.0,Calabresi,749.0,France,Female,38.0,3.0,0.0,1.0,0.0,0.0,105720.09,1.0
206,15632859.0,Fanucci,641.0,Germany,Female,51.0,9.0,106918.67,1.0,0.0,1.0,88827.67,1.0
207,15596979.0,Hs?,755.0,Spain,Male,39.0,7.0,0.0,2.0,1.0,1.0,59981.62,0.0
208,15571666.0,Okwuadigbo,573.0,Spain,Male,33.0,2.0,122453.97,1.0,1.0,1.0,93873.65,0.0
209,15643487.0,K?,748.0,France,Male,52.0,0.0,0.0,1.0,1.0,1.0,135650.65,1.0
210,15775235.0,Ch'iu,769.0,Spain,Female,34.0,4.0,0.0,2.0,1.0,0.0,134878.34,0.0
211,15709232.0,Nnanna,582.0,France,Female,42.0,3.0,0.0,2.0,1.0,1.0,176925.69,0.0
212,15628558.0,Uspenskaya,521.0,France,Male,45.0,7.0,0.0,2.0,1.0,1.0,170984.97,0.0
213,15694366.0,Aitken,590.0,France,Female,38.0,8.0,0.0,2.0,1.0,0.0,167972.19,0.0
214,15748625.0,Chidubem,644.0,France,Male,43.0,0.0,0.0,2.0,0.0,1.0,43921.53,0.0
215,15809830.0,Y?an,700.0,France,Female,27.0,7.0,0.0,2.0,1.0,1.0,55835.66,0.0
216,15599124.0,Hsia,595.0,France,Male,43.0,8.0,0.0,2.0,1.0,0.0,125961.48,0.0
217,15756070.0,Yudin,663.0,France,Male,49.0,5.0,0.0,2.0,1.0,1.0,160529.71,0.0
218,15759038.0,Kao,684.0,France,Female,28.0,10.0,0.0,2.0,0.0,1.0,80619.09,0.0
219,15672054.0,Ch'ien,652.0,Germany,Male,37.0,6.0,125927.51,1.0,0.0,0.0,170968.99,0.0
220,15670562.0,Ewing,667.0,Spain,Female,33.0,1.0,0.0,2.0,1.0,1.0,101707.85,0.0
221,15689328.0,Y?an,729.0,France,Male,38.0,5.0,135157.05,1.0,1.0,0.0,173843.21,0.0
222,15623102.0,Chukwukere,678.0,France,Male,31.0,3.0,182888.06,1.0,1.0,0.0,149184.15,0.0
223,15595557.0,Palermo,746.0,Spain,Male,34.0,1.0,0.0,1.0,1.0,0.0,131718.12,1.0
224,15693337.0,Chigbogu,706.0,Germany,Female,39.0,5.0,115761.51,1.0,1.0,0.0,127429.56,1.0
225,15625586.0,Nwachinemelu,706.0,France,Male,33.0,1.0,139432.37,1.0,0.0,0.0,126761.2,0.0
226,15747772.0,Trevisan,807.0,France,Female,37.0,2.0,0.0,2.0,0.0,0.0,185210.63,0.0
227,15714260.0,Chidiebele,775.0,France,Male,40.0,8.0,0.0,2.0,1.0,1.0,127827.18,0.0
228,15642391.0,H?,609.0,France,Male,49.0,8.0,0.0,2.0,1.0,0.0,166957.82,0.0
229,15637235.0,P'eng,669.0,France,Female,32.0,0.0,98899.91,1.0,0.0,1.0,134875.73,0.0
230,15756975.0,Ts'ai,678.0,France,Male,36.0,4.0,0.0,2.0,1.0,1.0,176780.39,0.0
231,15604020.0,Nwachukwu,663.0,France,Male,22.0,7.0,0.0,2.0,1.0,0.0,97906.38,0.0
232,15774738.0,Nkemakolam,682.0,France,Female,35.0,8.0,0.0,2.0,1.0,0.0,81898.81,1.0
233,15595440.0,Onyemauchechukwu,816.0,Spain,Male,39.0,7.0,157955.83,1.0,1.0,0.0,166957.82,0.0
234,15641110.0,McDavid,706.0,France,Female,40.0,8.0,0.0,3.0,0.0,1.0,66548.58,1.0
235,15739692.0,Ndubueze,763.0,France,Male,38.0,8.0,148061.89,1.0,1.0,1.0,184842.3,0.0
236,15723354.0,P'an,619.0,France,Male,31.0,1.0,0.0,2.0,1.0,0.0,64716.08,0.0
237,15658980.0,Dickson,692.0,France,Female,29.0,7.0,104305.77,1.0,1.0,0.0,77878.61,0.0
238,15707559.0,Chikelu,642.0,France,Female,36.0,8.0,0.0,2.0,1.0,0.0,84749.96,0.0
239,15770101.0,Nnaife,598.0,Spain,Male,42.0,6.0,0.0,2.0,1.0,1.0,67364.41,0.0
240,15657321.0,Chiang,773.0,France,Male,36.0,6.0,110123.59,1.0,1.0,0.0,72993.65,0.0
